sentence_id,sentence,trigram_surprisal
file-katl_e_bayan-1507111042__6.4,चिन्ता मुक्त तो अपनी योग्यता को रचनात्मक कामों में तुम लगाकर हो सकते हो । ,101.8660395404086
file-katl_e_bayan-1507111042__6.5,चिन्ता मुक्त तो अपनी योग्यता को रचनात्मक कामों में लगाकर तुम हो सकते हो । ,101.4528224483519
file-katl_e_bayan-1507111042__9.0,बातों का बोझ चिन्ता बढाता है । ,44.790658790930436
file-katl_e_bayan-1507111042__9.1,बातों का चिन्ता बोझ बढाता है । ,49.15027722838644
file-katl_e_bayan-1507111042__10.0,आज फिर दफ्तर में कोई दुर्व्यवहार कर दिया क्या ? ,65.17449183200075
file-katl_e_bayan-1507111042__10.1,आज फिर दफ्तर में दुर्व्यवहार कोई कर दिया क्या ? ,68.3082564841558
file-katl_e_bayan-1507111042__10.2,आज फिर कोई दफ्तर में दुर्व्यवहार कर दिया क्या ? ,66.77973901113586
file-katl_e_bayan-1507111042__10.3,आज फिर कोई दुर्व्यवहार दफ्तर में कर दिया क्या ? ,65.1373050880191
file-katl_e_bayan-1507111042__10.4,आज फिर दुर्व्यवहार दफ्तर में कोई कर दिया क्या ? ,65.3579831440438
file-katl_e_bayan-1507111042__10.5,आज फिर दुर्व्यवहार कोई दफ्तर में कर दिया क्या ? ,66.48233070001692
file-katl_e_bayan-1507111042__10.6,आज दफ्तर में फिर कोई दुर्व्यवहार कर दिया क्या ? ,66.36736624888289
file-katl_e_bayan-1507111042__10.7,आज दफ्तर में फिर दुर्व्यवहार कोई कर दिया क्या ? ,69.20939738652562
file-katl_e_bayan-1507111042__10.8,आज दफ्तर में कोई फिर दुर्व्यवहार कर दिया क्या ? ,67.99888811510213
file-katl_e_bayan-1507111042__10.9,आज दफ्तर में कोई दुर्व्यवहार फिर कर दिया क्या ? ,68.1587815619875
file-katl_e_bayan-1507111042__10.10,आज दफ्तर में दुर्व्यवहार फिर कोई कर दिया क्या ? ,69.78762660628028
file-katl_e_bayan-1507111042__10.11,आज दफ्तर में दुर्व्यवहार कोई फिर कर दिया क्या ? ,71.1090549020995
file-katl_e_bayan-1507111042__10.12,आज कोई फिर दफ्तर में दुर्व्यवहार कर दिया क्या ? ,69.49444817886592
file-katl_e_bayan-1507111042__10.13,आज कोई फिर दुर्व्यवहार दफ्तर में कर दिया क्या ? ,67.85201425574917
file-katl_e_bayan-1507111042__10.14,आज कोई दफ्तर में फिर दुर्व्यवहार कर दिया क्या ? ,67.57119279813435
file-katl_e_bayan-1507111042__10.15,आज कोई दफ्तर में दुर्व्यवहार फिर कर दिया क्या ? ,69.65434162575127
file-katl_e_bayan-1507111042__10.16,आज कोई दुर्व्यवहार फिर दफ्तर में कर दिया क्या ? ,67.8520137067701
file-katl_e_bayan-1507111042__10.17,आज कोई दुर्व्यवहार दफ्तर में फिर कर दिया क्या ? ,67.73108679399877
file-katl_e_bayan-1507111042__10.18,आज दुर्व्यवहार फिर दफ्तर में कोई कर दिया क्या ? ,68.1823788781661
file-katl_e_bayan-1507111042__10.19,आज दुर्व्यवहार फिर कोई दफ्तर में कर दिया क्या ? ,67.96170082214141
file-katl_e_bayan-1507111042__10.20,आज दुर्व्यवहार दफ्तर में फिर कोई कर दिया क्या ? ,66.550858109905
file-katl_e_bayan-1507111042__10.21,आज दुर्व्यवहार दफ्तर में कोई फिर कर दिया क्या ? ,68.15878211096657
file-katl_e_bayan-1507111042__10.22,आज दुर्व्यवहार कोई फिर दफ्तर में कर दिया क्या ? ,69.3067269831183
file-katl_e_bayan-1507111042__10.23,आज दुर्व्यवहार कोई दफ्तर में फिर कर दिया क्या ? ,69.18579952136793
file-katl_e_bayan-1507111042__10.24,फिर आज दफ्तर में कोई दुर्व्यवहार कर दिया क्या ? ,67.45519297248158
file-katl_e_bayan-1507111042__10.25,फिर आज दफ्तर में दुर्व्यवहार कोई कर दिया क्या ? ,70.58895762463663
file-katl_e_bayan-1507111042__10.26,फिर आज कोई दफ्तर में दुर्व्यवहार कर दिया क्या ? ,68.95075358522443
file-katl_e_bayan-1507111042__10.27,फिर आज कोई दुर्व्यवहार दफ्तर में कर दिया क्या ? ,67.30831966210766
file-katl_e_bayan-1507111042__10.28,फिर आज दुर्व्यवहार दफ्तर में कोई कर दिया क्या ? ,67.63868428452463
file-katl_e_bayan-1507111042__10.29,फिर आज दुर्व्यवहार कोई दफ्तर में कर दिया क्या ? ,68.76303184049775
file-katl_e_bayan-1507111042__10.30,फिर दफ्तर में आज कोई दुर्व्यवहार कर दिया क्या ? ,64.48359783442007
file-katl_e_bayan-1507111042__10.31,फिर दफ्तर में आज दुर्व्यवहार कोई कर दिया क्या ? ,68.17034251214116
file-katl_e_bayan-1507111042__10.32,फिर दफ्तर में कोई आज दुर्व्यवहार कर दिया क्या ? ,67.17936502845231
file-katl_e_bayan-1507111042__10.33,फिर दफ्तर में कोई दुर्व्यवहार आज कर दिया क्या ? ,65.81819174620325
file-katl_e_bayan-1507111042__10.34,फिर दफ्तर में दुर्व्यवहार आज कोई कर दिया क्या ? ,69.12935459174636
file-katl_e_bayan-1507111042__10.35,फिर दफ्तर में दुर्व्यवहार कोई आज कर दिया क्या ? ,68.49752799678616
file-katl_e_bayan-1507111042__10.36,फिर कोई आज दफ्तर में दुर्व्यवहार कर दिया क्या ? ,68.78461275656647
file-katl_e_bayan-1507111042__10.37,फिर कोई आज दुर्व्यवहार दफ्तर में कर दिया क्या ? ,67.14217883344972
file-katl_e_bayan-1507111042__10.38,फिर कोई दफ्तर में आज दुर्व्यवहार कर दिया क्या ? ,66.64182503912122
file-katl_e_bayan-1507111042__10.39,फिर कोई दफ्तर में दुर्व्यवहार आज कर दिया क्या ? ,67.42343892533836
file-katl_e_bayan-1507111042__10.40,फिर कोई दुर्व्यवहार आज दफ्तर में कर दिया क्या ? ,67.41311592297882
file-katl_e_bayan-1507111042__10.41,फिर कोई दुर्व्यवहार दफ्तर में आज कर दिया क्या ? ,65.009714118364
file-katl_e_bayan-1507111042__10.42,फिर दुर्व्यवहार आज दफ्तर में कोई कर दिया क्या ? ,67.63379397900351
file-katl_e_bayan-1507111042__10.43,फिर दुर्व्यवहार आज कोई दफ्तर में कर दिया क्या ? ,67.3034288076075
file-katl_e_bayan-1507111042__10.44,फिर दुर्व्यवहार दफ्तर में आज कोई कर दिया क्या ? ,64.66708969544219
file-katl_e_bayan-1507111042__10.45,फिर दुर्व्यवहार दफ्तर में कोई आज कर दिया क्या ? ,65.54725465667416
file-katl_e_bayan-1507111042__10.46,फिर दुर्व्यवहार कोई आज दफ्तर में कर दिया क्या ? ,68.48720444544756
file-katl_e_bayan-1507111042__10.47,फिर दुर्व्यवहार कोई दफ्तर में आज कर दिया क्या ? ,66.35473973036184
file-katl_e_bayan-1507111042__10.48,दफ्तर में आज फिर कोई दुर्व्यवहार कर दिया क्या ? ,65.29328417691818
file-katl_e_bayan-1507111042__10.49,दफ्तर में आज फिर दुर्व्यवहार कोई कर दिया क्या ? ,66.82180164993812
file-katl_e_bayan-1507111042__10.50,दफ्तर में आज कोई फिर दुर्व्यवहार कर दिया क्या ? ,66.83680634577365
file-katl_e_bayan-1507111042__10.51,दफ्तर में आज कोई दुर्व्यवहार फिर कर दिया क्या ? ,66.996699792659
file-katl_e_bayan-1507111042__10.52,दफ्तर में आज दुर्व्यवहार फिर कोई कर दिया क्या ? ,69.17852486251785
file-katl_e_bayan-1507111042__10.53,दफ्तर में आज दुर्व्यवहार कोई फिर कर दिया क्या ? ,70.49995315833706
file-katl_e_bayan-1507111042__10.54,दफ्तर में फिर आज कोई दुर्व्यवहार कर दिया क्या ? ,69.38070671584644
file-katl_e_bayan-1507111042__10.55,दफ्तर में फिर आज दुर्व्यवहार कोई कर दिया क्या ? ,71.01891075525864
file-katl_e_bayan-1507111042__10.56,दफ्तर में फिर कोई आज दुर्व्यवहार कर दिया क्या ? ,67.9010522225657
file-katl_e_bayan-1507111042__10.57,दफ्तर में फिर कोई दुर्व्यवहार आज कर दिया क्या ? ,66.5398783913376
file-katl_e_bayan-1507111042__10.58,दफ्तर में फिर दुर्व्यवहार आज कोई कर दिया क्या ? ,69.55930772236837
file-katl_e_bayan-1507111042__10.59,दफ्तर में फिर दुर्व्यवहार कोई आज कर दिया क्या ? ,68.92748112740819
file-katl_e_bayan-1507111042__10.60,दफ्तर में कोई आज फिर दुर्व्यवहार कर दिया क्या ? ,66.86935915745808
file-katl_e_bayan-1507111042__10.61,दफ्तर में कोई आज दुर्व्यवहार फिर कर दिया क्या ? ,69.69246698669124
file-katl_e_bayan-1507111042__10.62,दफ्तर में कोई फिर आज दुर्व्यवहार कर दिया क्या ? ,69.80840148383515
file-katl_e_bayan-1507111042__10.63,दफ्तर में कोई फिर दुर्व्यवहार आज कर दिया क्या ? ,68.17140025755684
file-katl_e_bayan-1507111042__10.64,दफ्तर में कोई दुर्व्यवहार आज फिर कर दिया क्या ? ,67.30019024285161
file-katl_e_bayan-1507111042__10.65,दफ्तर में कोई दुर्व्यवहार फिर आज कर दिया क्या ? ,68.17629056307794
file-katl_e_bayan-1507111042__10.66,दफ्तर में दुर्व्यवहार आज फिर कोई कर दिया क्या ? ,68.92903528714439
file-katl_e_bayan-1507111042__10.67,दफ्तर में दुर्व्यवहार आज कोई फिर कर दिया क्या ? ,71.45896523794227
file-katl_e_bayan-1507111042__10.68,दफ्तर में दुर्व्यवहार फिर आज कोई कर दिया क्या ? ,71.48745340862106
file-katl_e_bayan-1507111042__10.69,दफ्तर में दुर्व्यवहार फिर कोई आज कर दिया क्या ? ,69.50571034716285
file-katl_e_bayan-1507111042__10.70,दफ्तर में दुर्व्यवहार कोई आज फिर कर दिया क्या ? ,69.97952649343452
file-katl_e_bayan-1507111042__10.71,दफ्तर में दुर्व्यवहार कोई फिर आज कर दिया क्या ? ,71.12656390318995
file-katl_e_bayan-1507111042__10.72,कोई आज फिर दफ्तर में दुर्व्यवहार कर दिया क्या ? ,68.79876049607977
file-katl_e_bayan-1507111042__10.73,कोई आज फिर दुर्व्यवहार दफ्तर में कर दिया क्या ? ,67.156326572963
file-katl_e_bayan-1507111042__10.74,कोई आज दफ्तर में फिर दुर्व्यवहार कर दिया क्या ? ,69.53871949769601
file-katl_e_bayan-1507111042__10.75,कोई आज दफ्तर में दुर्व्यवहार फिर कर दिया क्या ? ,71.62186832531293
file-katl_e_bayan-1507111042__10.76,कोई आज दुर्व्यवहार फिर दफ्तर में कर दिया क्या ? ,69.81954040633173
file-katl_e_bayan-1507111042__10.77,कोई आज दुर्व्यवहार दफ्तर में फिर कर दिया क्या ? ,69.69861349356043
file-katl_e_bayan-1507111042__10.78,कोई फिर आज दफ्तर में दुर्व्यवहार कर दिया क्या ? ,71.73780282245684
file-katl_e_bayan-1507111042__10.79,कोई फिर आज दुर्व्यवहार दफ्तर में कर दिया क्या ? ,70.09536889934009
file-katl_e_bayan-1507111042__10.80,कोई फिर दफ्तर में आज दुर्व्यवहार कर दिया क्या ? ,69.31918770996138
file-katl_e_bayan-1507111042__10.81,कोई फिर दफ्तर में दुर्व्यवहार आज कर दिया क्या ? ,70.10080159617851
file-katl_e_bayan-1507111042__10.82,कोई फिर दुर्व्यवहार आज दफ्तर में कर दिया क्या ? ,70.09047859381897
file-katl_e_bayan-1507111042__10.83,कोई फिर दुर्व्यवहार दफ्तर में आज कर दिया क्या ? ,67.68707678920418
file-katl_e_bayan-1507111042__10.84,कोई दफ्तर में आज फिर दुर्व्यवहार कर दिया क्या ? ,65.61743723844663
file-katl_e_bayan-1507111042__10.85,कोई दफ्तर में आज दुर्व्यवहार फिर कर दिया क्या ? ,69.4790800588886
file-katl_e_bayan-1507111042__10.86,कोई दफ्तर में फिर आज दुर्व्यवहार कर दिया क्या ? ,69.81454634376713
file-katl_e_bayan-1507111042__10.87,कोई दफ्तर में फिर दुर्व्यवहार आज कर दिया क्या ? ,68.17754511748882
file-katl_e_bayan-1507111042__10.88,कोई दफ्तर में दुर्व्यवहार आज फिर कर दिया क्या ? ,69.22959048351515
file-katl_e_bayan-1507111042__10.89,कोई दफ्तर में दुर्व्यवहार फिर आज कर दिया क्या ? ,70.1056908037415
file-katl_e_bayan-1507111042__10.90,कोई दुर्व्यवहार आज फिर दफ्तर में कर दिया क्या ? ,67.42726256453398
file-katl_e_bayan-1507111042__10.91,कोई दुर्व्यवहार आज दफ्तर में फिर कर दिया क्या ? ,69.96955003411045
file-katl_e_bayan-1507111042__10.92,कोई दुर्व्यवहार फिर आज दफ्तर में कर दिया क्या ? ,70.0953672524029
file-katl_e_bayan-1507111042__10.93,कोई दुर्व्यवहार फिर दफ्तर में आज कर दिया क्या ? ,67.68707514226696
file-katl_e_bayan-1507111042__10.94,कोई दुर्व्यवहार दफ्तर में आज फिर कर दिया क्या ? ,65.77733123431105
file-katl_e_bayan-1507111042__10.95,कोई दुर्व्यवहार दफ्तर में फिर आज कर दिया क्या ? ,68.182435971989
file-katl_e_bayan-1507111042__10.96,दुर्व्यवहार आज फिर दफ्तर में कोई कर दिया क्या ? ,68.66765386448517
file-katl_e_bayan-1507111042__10.97,दुर्व्यवहार आज फिर कोई दफ्तर में कर दिया क्या ? ,68.44697580846045
file-katl_e_bayan-1507111042__10.98,दुर्व्यवहार आज दफ्तर में फिर कोई कर दिया क्या ? ,69.69934747857185
file-katl_e_bayan-1507111042__10.99,दुर्व्यवहार आज दफ्तर में कोई फिर कर दिया क्या ? ,71.30727147963341
file-katl_e_bayan-1507111042__10.100,दुर्व्यवहार आज कोई फिर दफ्तर में कर दिया क्या ? ,71.00050362441601
file-katl_e_bayan-1507111042__10.101,दुर्व्यवहार आज कोई दफ्तर में फिर कर दिया क्या ? ,70.87957616266561
file-katl_e_bayan-1507111042__10.102,दुर्व्यवहार फिर आज दफ्तर में कोई कर दिया क्या ? ,71.33575855235406
file-katl_e_bayan-1507111042__10.103,दुर्व्यवहार फिर आज कोई दफ्तर में कर दिया क्या ? ,71.0053939299371
file-katl_e_bayan-1507111042__10.104,दुर्व्यवहार फिर दफ्तर में आज कोई कर दिया क्या ? ,68.36416396327164
file-katl_e_bayan-1507111042__10.105,दुर्व्यवहार फिर दफ्तर में कोई आज कर दिया क्या ? ,69.2443289245036
file-katl_e_bayan-1507111042__10.106,दुर्व्यवहार फिर कोई आज दफ्तर में कर दिया क्या ? ,70.83925310127916
file-katl_e_bayan-1507111042__10.107,दुर्व्यवहार फिर कोई दफ्तर में आज कर दिया क्या ? ,68.70678838619347
file-katl_e_bayan-1507111042__10.108,दुर्व्यवहार दफ्तर में आज फिर कोई कर दिया क्या ? ,66.82064234339522
file-katl_e_bayan-1507111042__10.109,दुर्व्यवहार दफ्तर में आज कोई फिर कर दिया क्या ? ,68.34056664709301
file-katl_e_bayan-1507111042__10.110,दुर्व्यवहार दफ्तर में फिर आज कोई कर दिया क्या ? ,70.90806488232349
file-katl_e_bayan-1507111042__10.111,दुर्व्यवहार दफ्तर में फिर कोई आज कर दिया क्या ? ,67.6128081562425
file-katl_e_bayan-1507111042__10.112,दुर्व्यवहार दफ्तर में कोई आज फिर कर दिया क्या ? ,68.37311945877744
file-katl_e_bayan-1507111042__10.113,दुर्व्यवहार दफ्तर में कोई फिर आज कर दिया क्या ? ,69.52015741751194
file-katl_e_bayan-1507111042__10.114,दुर्व्यवहार कोई आज फिर दफ्तर में कर दिया क्या ? ,69.52106487990827
file-katl_e_bayan-1507111042__10.115,दुर्व्यवहार कोई आज दफ्तर में फिर कर दिया क्या ? ,72.0633518005057
file-katl_e_bayan-1507111042__10.116,दुर्व्यवहार कोई फिर आज दफ्तर में कर दिया क्या ? ,72.46010665730626
file-katl_e_bayan-1507111042__10.117,दुर्व्यवहार कोई फिर दफ्तर में आज कर दिया क्या ? ,70.05181454717035
file-katl_e_bayan-1507111042__10.118,दुर्व्यवहार कोई दफ्तर में आज फिर कर दिया क्या ? ,68.14207009023536
file-katl_e_bayan-1507111042__10.119,दुर्व्यवहार कोई दफ्तर में फिर आज कर दिया क्या ? ,70.54717482791331
file-katl_e_bayan-1507111042__11.0,देखो दफ्तर की बात घर मत लेकर आया करो । ,74.2255197141883
file-katl_e_bayan-1507111042__11.1,देखो दफ्तर की मत लेकर घर बात आया करो । ,77.97488753194122
file-katl_e_bayan-1507111042__11.2,बात दफ्तर की देखो घर मत लेकर आया करो । ,75.52851054807147
file-katl_e_bayan-1507111042__11.3,बात दफ्तर की मत लेकर घर देखो आया करो । ,78.54277673098528
file-katl_e_bayan-1507111042__11.4,मत लेकर दफ्तर की देखो घर बात आया करो । ,79.73310827683311
file-katl_e_bayan-1507111042__11.5,मत लेकर दफ्तर की बात घर देखो आया करो । ,78.998006641994
file-katl_e_bayan-1507111042__12.0,जानती हूं छोटा ओहदेदार अगर अधिक योग्य होता है तो चारों ओर से भूकम्प का सामना करना पड़ता है । ,114.38811436522492
file-katl_e_bayan-1507111042__12.1,जानती हूं छोटा ओहदेदार अगर अधिक योग्य होता है तो सामना भूकम्प का चारों ओर से करना पड़ता है । ,131.00051371809104
file-katl_e_bayan-1507111042__12.2,जानती हूं छोटा ओहदेदार चारों ओर से अधिक योग्य होता है तो अगर भूकम्प का सामना करना पड़ता है । ,109.90266718091611
file-katl_e_bayan-1507111042__12.3,जानती हूं छोटा ओहदेदार चारों ओर से अधिक योग्य होता है तो सामना भूकम्प का अगर करना पड़ता है । ,129.89248181996336
file-katl_e_bayan-1507111042__12.4,जानती हूं छोटा ओहदेदार सामना अधिक योग्य होता है तो अगर भूकम्प का चारों ओर से करना पड़ता है । ,126.4205663752964
file-katl_e_bayan-1507111042__12.5,जानती हूं छोटा ओहदेदार सामना अधिक योग्य होता है तो चारों ओर से भूकम्प का अगर करना पड़ता है । ,129.79798166147754
file-katl_e_bayan-1507111042__14.0,मैं तुलसी अदरक डाल कर चाय बनाती हूं । ,69.23111458664751
file-katl_e_bayan-1507111042__14.1,मैं तुलसी अदरक चाय डाल कर बनाती हूं । ,69.674729198575
file-katl_e_bayan-1507111042__14.2,डाल कर तुलसी अदरक मैं चाय बनाती हूं । ,72.70845888529946
file-katl_e_bayan-1507111042__14.3,डाल कर तुलसी अदरक चाय मैं बनाती हूं । ,73.68327222936514
file-katl_e_bayan-1507111042__14.4,चाय तुलसी अदरक मैं डाल कर बनाती हूं । ,71.32621908036667
file-katl_e_bayan-1507111042__14.5,चाय तुलसी अदरक डाल कर मैं बनाती हूं । ,69.3168464514891
file-katl_e_bayan-1507111042__16.0,कुछ देर के लिये अकेला छोड़ दो । ,34.924605470337106
file-katl_e_bayan-1507111042__16.1,अकेला कुछ देर के लिये छोड़ दो । ,42.19148611052133
file-katl_e_bayan-1507111042__17.0,मैं क्या - क्या कत्ले - बयां करूंगा ? ,72.51156891567885
file-katl_e_bayan-1507111042__17.1,मैं कत्ले - बयां क्या - क्या करूंगा ? ,73.87711920802218
file-katl_e_bayan-1507111042__17.2,क्या - क्या मैं कत्ले - बयां करूंगा ? ,74.6766413403556
file-katl_e_bayan-1507111042__17.3,क्या - क्या कत्ले - बयां मैं करूंगा ? ,75.33064065081783
file-katl_e_bayan-1507111042__17.4,कत्ले - बयां मैं क्या - क्या करूंगा ? ,74.92910528430937
file-katl_e_bayan-1507111042__17.5,कत्ले - बयां क्या - क्या मैं करूंगा ? ,75.04346146663815
file-katl_e_bayan-1507111042__21.0,भवानीनन्दन - बाप रे बाप क्या किस्मत हो गयी है । ,69.8162262197095
file-katl_e_bayan-1507111042__21.1,भवानीनन्दन - क्या किस्मत बाप रे बाप हो गयी है । ,69.34740578293963
file-katl_e_bayan-1507111042__22.0,उधर दफ्तर वाले दिन भर कोसते रहते हैं । ,54.0399270283077
file-katl_e_bayan-1507111042__22.1,उधर दिन भर दफ्तर वाले कोसते रहते हैं । ,56.11557186106967
file-katl_e_bayan-1507111042__22.2,दफ्तर वाले उधर दिन भर कोसते रहते हैं । ,59.2818821881813
file-katl_e_bayan-1507111042__22.3,दफ्तर वाले दिन भर उधर कोसते रहते हैं । ,57.206237355419326
file-katl_e_bayan-1507111042__22.4,दिन भर उधर दफ्तर वाले कोसते रहते हैं । ,55.95154597426399
file-katl_e_bayan-1507111042__22.5,दिन भर दफ्तर वाले उधर कोसते रहते हैं । ,55.95154597426399
file-katl_e_bayan-1507111042__23.0,घर में बीबी का हुक्म । ,33.35309168236816
file-katl_e_bayan-1507111042__23.1,हुक्म बीबी का घर में । ,36.591733020827554
file-katl_e_bayan-1507111042__24.0,पुष्पा - अरे अब तो उठाओ । ,55.166273382749424
file-katl_e_bayan-1507111042__24.1,पुष्पा - अब तो अरे उठाओ । ,60.574237616305105
file-katl_e_bayan-1507111042__29.0,हां सपनों की बारात पर डाका जरूर पड़ जाता है । ,72.02473799401942
file-katl_e_bayan-1507111042__29.1,हां सपनों की बारात पर जरूर डाका पड़ जाता है । ,75.321651538922
file-katl_e_bayan-1507111042__29.2,हां सपनों की डाका बारात पर जरूर पड़ जाता है । ,75.84440642404402
file-katl_e_bayan-1507111042__29.3,हां सपनों की डाका जरूर बारात पर पड़ जाता है । ,74.17148522297916
file-katl_e_bayan-1507111042__29.4,हां सपनों की जरूर बारात पर डाका पड़ जाता है । ,72.39231186855974
file-katl_e_bayan-1507111042__29.5,हां सपनों की जरूर डाका बारात पर पड़ जाता है । ,74.01630421239746
file-katl_e_bayan-1507111042__29.6,बारात पर सपनों की हां डाका जरूर पड़ जाता है । ,77.76223240181153
file-katl_e_bayan-1507111042__29.7,बारात पर सपनों की हां जरूर डाका पड़ जाता है । ,74.65653704930781
file-katl_e_bayan-1507111042__29.8,बारात पर सपनों की डाका हां जरूर पड़ जाता है । ,75.69991897669152
file-katl_e_bayan-1507111042__29.9,बारात पर सपनों की डाका जरूर हां पड़ जाता है । ,78.80561432919525
file-katl_e_bayan-1507111042__29.10,बारात पर सपनों की जरूर हां डाका पड़ जाता है । ,78.65043331861355
file-katl_e_bayan-1507111042__29.11,बारात पर सपनों की जरूर डाका हां पड़ जाता है । ,78.65043331861355
file-katl_e_bayan-1507111042__29.12,डाका सपनों की हां बारात पर जरूर पड़ जाता है । ,77.40635178137983
file-katl_e_bayan-1507111042__29.13,डाका सपनों की हां जरूर बारात पर पड़ जाता है । ,72.62773522781123
file-katl_e_bayan-1507111042__29.14,डाका सपनों की बारात पर हां जरूर पड़ जाता है । ,74.44857005458033
file-katl_e_bayan-1507111042__29.15,डाका सपनों की बारात पर जरूर हां पड़ जाता है । ,77.9269788236415
file-katl_e_bayan-1507111042__29.16,डाका सपनों की जरूर हां बारात पर पड़ जाता है । ,76.62163149711695
file-katl_e_bayan-1507111042__29.17,डाका सपनों की जरूर बारात पर हां पड़ जाता है । ,77.92183983060346
file-katl_e_bayan-1507111042__29.18,जरूर सपनों की हां बारात पर डाका पड़ जाता है । ,74.64176786549167
file-katl_e_bayan-1507111042__29.19,जरूर सपनों की हां डाका बारात पर पड़ जाता है । ,76.26576020932937
file-katl_e_bayan-1507111042__29.20,जरूर सपनों की बारात पर हां डाका पड़ जाता है । ,78.08659558507755
file-katl_e_bayan-1507111042__29.21,जरूर सपनों की बारात पर डाका हां पड़ जाता है । ,75.16239490775335
file-katl_e_bayan-1507111042__29.22,जरूर सपनों की डाका हां बारात पर पड़ जाता है । ,77.30914213671308
file-katl_e_bayan-1507111042__29.23,जरूर सपनों की डाका बारात पर हां पड़ जाता है । ,78.60935047019957
file-katl_e_bayan-1507111042__32.0,दानवीर - मतलब कत्ल - ए - बयां । ,85.56349625587404
file-katl_e_bayan-1507111042__32.1,दानवीर - कत्ल - ए - बयां मतलब । ,85.21634385361475
file-katl_e_bayan-1507111042__33.0,भईया रविवार को मिलता हूं । ,45.339150432274174
file-katl_e_bayan-1507111042__33.1,रविवार को भईया मिलता हूं । ,43.468112670799
file-katl_e_bayan-1507111042__37.0,यहां तो मझधार में नैया डुबोने वाले बहुत हैं । ,75.13786795557083
file-katl_e_bayan-1507111042__37.1,यहां तो मझधार में नैया बहुत डुबोने वाले हैं । ,74.99570763047966
file-katl_e_bayan-1507111042__37.2,डुबोने वाले मझधार में नैया यहां तो बहुत हैं । ,76.13894994795092
file-katl_e_bayan-1507111042__37.3,डुबोने वाले मझधार में नैया बहुत यहां तो हैं । ,80.57237916982747
file-katl_e_bayan-1507111042__37.4,बहुत मझधार में नैया यहां तो डुबोने वाले हैं । ,78.08062247839308
file-katl_e_bayan-1507111042__37.5,बहुत मझधार में नैया डुबोने वाले यहां तो हैं । ,78.0687601387321
file-katl_e_bayan-1507111042__38.0,अपनों के सामने मन कत्ल - ए - बयां में कोई बुराई नहीं । ,98.13004478408429
file-katl_e_bayan-1507111042__38.1,अपनों के सामने मन कत्ल - ए - बयां में नहीं कोई बुराई । ,110.24256099911861
file-katl_e_bayan-1507111042__38.2,अपनों के सामने कोई बुराई मन कत्ल - ए - बयां में नहीं । ,105.53238978306769
